StudentID   ,Course1 ,Course2 ,Course3 ,Course4 ,Course5
Student_1   ,   1002 ,   1002 ,   1001 ,   1005 ,   1001
Student_2   ,   1004 ,   1003 ,   1003 ,   1004 ,   1005
Student_3   ,   1001 ,   1003 ,   1001 ,   1004 ,   1005
Student_4   ,   1003 ,   1004 ,   1005 ,   1001 ,   1003
Student_5   ,   1003 ,   1003 ,   1004 ,   1005 ,   1003
Student_6   ,   1004 ,   1001 ,   1002 ,   1004 ,   1004
Student_7   ,   1004 ,   1002 ,   1001 ,   1001 ,   1005
Student_8   ,   1005 ,   1004 ,   1002 ,   1004 ,   1001
Student_9   ,   1005 ,   1003 ,   1002 ,   1001 ,   1002
Student_10  ,   1001 ,   1005 ,   1002 ,   1005 ,   1002
Student_11  ,   1005 ,   1004 ,   1005 ,   1001 ,   1003
Student_12  ,   1005 ,   1002 ,   1001 ,   1002 ,   1005
Student_13  ,   1001 ,   1005 ,   1004 ,   1003 ,   1005
Student_14  ,   1004 ,   1002 ,   1005 ,   1005 ,   1003
Student_15  ,   1004 ,   1004 ,   1002 ,   1003 ,   1003
Student_16  ,   1001 ,   1004 ,   1003 ,   1003 ,   1003
Student_17  ,   1002 ,   1003 ,   1001 ,   1001 ,   1004
Student_18  ,   1001 ,   1002 ,   1003 ,   1001 ,   1002
Student_19  ,   1005 ,   1002 ,   1005 ,   1004 ,   1003
Student_20  ,   1001 ,   1002 ,   1002 ,   1004 ,   1001
Student_21  ,   1004 ,   1002 ,   1002 ,   1005 ,   1003
Student_22  ,   1005 ,   1005 ,   1005 ,   1005 ,   1003
Student_23  ,   1004 ,   1002 ,   1005 ,   1003 ,   1004
Student_24  ,   1005 ,   1001 ,   1001 ,   1004 ,   1003
Student_25  ,   1003 ,   1004 ,   1001 ,   1002 ,   1003
Student_26  ,   1002 ,   1002 ,   1004 ,   1003 ,   1002
Student_27  ,   1003 ,   1005 ,   1001 ,   1003 ,   1001
Student_28  ,   1002 ,   1005 ,   1005 ,   1001 ,   1003
Student_29  ,   1004 ,   1005 ,   1002 ,   1002 ,   1005
Student_30  ,   1002 ,   1005 ,   1004 ,   1003 ,   1003
Student_31  ,   1001 ,   1002 ,   1001 ,   1001 ,   1002
Student_32  ,   1003 ,   1003 ,   1003 ,   1005 ,   1004
Student_33  ,   1001 ,   1001 ,   1004 ,   1002 ,   1003
Student_34  ,   1004 ,   1005 ,   1005 ,   1005 ,   1003
Student_35  ,   1001 ,   1004 ,   1001 ,   1004 ,   1001
Student_36  ,   1005 ,   1005 ,   1005 ,   1002 ,   1003
Student_37  ,   1001 ,   1003 ,   1002 ,   1002 ,   1005
Student_38  ,   1005 ,   1003 ,   1003 ,   1005 ,   1001
Student_39  ,   1003 ,   1003 ,   1002 ,   1003 ,   1005
Student_40  ,   1005 ,   1002 ,   1005 ,   1002 ,   1002
Student_41  ,   1002 ,   1005 ,   1002 ,   1002 ,   1005
Student_42  ,   1003 ,   1001 ,   1005 ,   1001 ,   1003
Student_43  ,   1002 ,   1004 ,   1002 ,   1002 ,   1002
Student_44  ,   1005 ,   1004 ,   1001 ,   1002 ,   1002
Student_45  ,   1002 ,   1003 ,   1004 ,   1005 ,   1005
Student_46  ,   1003 ,   1002 ,   1004 ,   1003 ,   1001
Student_47  ,   1003 ,   1001 ,   1003 ,   1003 ,   1003
Student_48  ,   1004 ,   1004 ,   1004 ,   1003 ,   1001
Student_49  ,   1004 ,   1004 ,   1005 ,   1001 ,   1002
Student_50  ,   1003 ,   1001 ,   1004 ,   1005 ,   1004
Student_51  ,   1002 ,   1004 ,   1001 ,   1003 ,   1005
Student_52  ,   1001 ,   1003 ,   1003 ,   1004 ,   1005
Student_53  ,   1002 ,   1005 ,   1005 ,   1004 ,   1005
Student_54  ,   1004 ,   1005 ,   1001 ,   1001 ,   1004
Student_55  ,   1002 ,   1003 ,   1005 ,   1002 ,   1003
Student_56  ,   1002 ,   1002 ,   1004 ,   1003 ,   1001
Student_57  ,   1002 ,   1005 ,   1002 ,   1002 ,   1001
Student_58  ,   1003 ,   1001 ,   1004 ,   1005 ,   1004
Student_59  ,   1003 ,   1003 ,   1003 ,   1003 ,   1004
Student_60  ,   1004 ,   1001 ,   1005 ,   1001 ,   1005
Student_61  ,   1003 ,   1003 ,   1005 ,   1002 ,   1002
Student_62  ,   1003 ,   1005 ,   1004 ,   1005 ,   1002
Student_63  ,   1002 ,   1005 ,   1003 ,   1001 ,   1005
Student_64  ,   1001 ,   1002 ,   1004 ,   1003 ,   1004
Student_65  ,   1005 ,   1005 ,   1002 ,   1001 ,   1005
Student_66  ,   1005 ,   1003 ,   1003 ,   1003 ,   1002
Student_67  ,   1001 ,   1003 ,   1004 ,   1005 ,   1003
Student_68  ,   1004 ,   1005 ,   1004 ,   1003 ,   1001
Student_69  ,   1003 ,   1005 ,   1001 ,   1002 ,   1003
Student_70  ,   1001 ,   1003 ,   1004 ,   1005 ,   1003
Student_71  ,   1001 ,   1002 ,   1004 ,   1005 ,   1001
Student_72  ,   1003 ,   1001 ,   1002 ,   1004 ,   1001
Student_73  ,   1001 ,   1002 ,   1004 ,   1003 ,   1002
Student_74  ,   1004 ,   1002 ,   1004 ,   1003 ,   1002
Student_75  ,   1001 ,   1005 ,   1005 ,   1002 ,   1005
Student_76  ,   1004 ,   1002 ,   1005 ,   1005 ,   1003
Student_77  ,   1003 ,   1002 ,   1005 ,   1003 ,   1003
Student_78  ,   1004 ,   1001 ,   1002 ,   1001 ,   1003
Student_79  ,   1002 ,   1004 ,   1004 ,   1004 ,   1001
Student_80  ,   1002 ,   1004 ,   1002 ,   1002 ,   1004
Student_81  ,   1004 ,   1001 ,   1002 ,   1001 ,   1005
Student_82  ,   1003 ,   1005 ,   1002 ,   1002 ,   1005
Student_83  ,   1001 ,   1004 ,   1005 ,   1002 ,   1005
Student_84  ,   1002 ,   1004 ,   1005 ,   1005 ,   1005
Student_85  ,   1003 ,   1004 ,   1002 ,   1001 ,   1002
Student_86  ,   1001 ,   1005 ,   1001 ,   1002 ,   1002
Student_87  ,   1005 ,   1004 ,   1005 ,   1005 ,   1003
Student_88  ,   1002 ,   1003 ,   1002 ,   1005 ,   1002
Student_89  ,   1001 ,   1001 ,   1005 ,   1005 ,   1004
Student_90  ,   1004 ,   1005 ,   1001 ,   1003 ,   1003
Student_91  ,   1004 ,   1003 ,   1003 ,   1004 ,   1004
Student_92  ,   1005 ,   1002 ,   1004 ,   1002 ,   1005
Student_93  ,   1005 ,   1001 ,   1004 ,   1001 ,   1005
Student_94  ,   1002 ,   1004 ,   1004 ,   1002 ,   1003
Student_95  ,   1002 ,   1004 ,   1003 ,   1003 ,   1004
Student_96  ,   1002 ,   1002 ,   1002 ,   1003 ,   1003
Student_97  ,   1002 ,   1003 ,   1001 ,   1002 ,   1004
Student_98  ,   1005 ,   1004 ,   1002 ,   1002 ,   1001
Student_99  ,   1003 ,   1002 ,   1005 ,   1001 ,   1005
Student_100 ,   1001 ,   1001 ,   1005 ,   1005 ,   1005
