StudentID   ,Course1 ,Course2 ,Course3 ,Course4 ,Course5
Student_1   ,   1004 ,   1002 ,   1005 ,   1001 ,   1003
Student_2   ,   1003 ,   1001 ,   1005 ,   1004 ,   1002
Student_3   ,   1002 ,   1004 ,   1005 ,   1003 ,   1001
Student_4   ,   1001 ,   1005 ,   1003 ,   1004 ,   1002
Student_5   ,   1001 ,   1004 ,   1005 ,   1003 ,   1002
Student_6   ,   1004 ,   1005 ,   1002 ,   1001 ,   1003
Student_7   ,   1001 ,   1002 ,   1003 ,   1005 ,   1004
Student_8   ,   1001 ,   1005 ,   1003 ,   1002 ,   1004
Student_9   ,   1003 ,   1005 ,   1002 ,   1004 ,   1001
Student_10  ,   1001 ,   1005 ,   1002 ,   1004 ,   1003
Student_11  ,   1004 ,   1001 ,   1002 ,   1003 ,   1005
Student_12  ,   1005 ,   1003 ,   1004 ,   1001 ,   1002
Student_13  ,   1004 ,   1001 ,   1002 ,   1005 ,   1003
Student_14  ,   1004 ,   1003 ,   1001 ,   1002 ,   1005
Student_15  ,   1002 ,   1001 ,   1003 ,   1004 ,   1005
Student_16  ,   1003 ,   1002 ,   1004 ,   1001 ,   1005
Student_17  ,   1004 ,   1001 ,   1005 ,   1002 ,   1003
Student_18  ,   1001 ,   1005 ,   1004 ,   1002 ,   1003
Student_19  ,   1005 ,   1001 ,   1003 ,   1004 ,   1002
Student_20  ,   1005 ,   1001 ,   1002 ,   1004 ,   1003
Student_21  ,   1001 ,   1004 ,   1002 ,   1005 ,   1003
Student_22  ,   1002 ,   1005 ,   1001 ,   1004 ,   1003
Student_23  ,   1005 ,   1002 ,   1001 ,   1004 ,   1003
Student_24  ,   1004 ,   1003 ,   1005 ,   1002 ,   1001
Student_25  ,   1001 ,   1005 ,   1002 ,   1004 ,   1003
Student_26  ,   1002 ,   1003 ,   1001 ,   1005 ,   1004
Student_27  ,   1003 ,   1004 ,   1001 ,   1002 ,   1005
Student_28  ,   1004 ,   1002 ,   1001 ,   1005 ,   1003
Student_29  ,   1004 ,   1003 ,   1002 ,   1005 ,   1001
Student_30  ,   1001 ,   1004 ,   1002 ,   1005 ,   1003
Student_31  ,   1005 ,   1002 ,   1001 ,   1004 ,   1003
Student_32  ,   1001 ,   1005 ,   1002 ,   1004 ,   1003
Student_33  ,   1004 ,   1005 ,   1003 ,   1001 ,   1002
Student_34  ,   1002 ,   1003 ,   1001 ,   1004 ,   1005
Student_35  ,   1004 ,   1001 ,   1002 ,   1005 ,   1003
Student_36  ,   1002 ,   1003 ,   1004 ,   1001 ,   1005
Student_37  ,   1002 ,   1005 ,   1003 ,   1001 ,   1004
Student_38  ,   1005 ,   1004 ,   1001 ,   1003 ,   1002
Student_39  ,   1003 ,   1001 ,   1005 ,   1002 ,   1004
Student_40  ,   1002 ,   1001 ,   1004 ,   1003 ,   1005
Student_41  ,   1001 ,   1002 ,   1003 ,   1005 ,   1004
Student_42  ,   1002 ,   1003 ,   1004 ,   1001 ,   1005
Student_43  ,   1001 ,   1002 ,   1004 ,   1003 ,   1005
Student_44  ,   1002 ,   1004 ,   1005 ,   1001 ,   1003
Student_45  ,   1003 ,   1001 ,   1002 ,   1004 ,   1005
Student_46  ,   1003 ,   1004 ,   1001 ,   1005 ,   1002
Student_47  ,   1003 ,   1005 ,   1002 ,   1001 ,   1004
Student_48  ,   1002 ,   1005 ,   1004 ,   1003 ,   1001
Student_49  ,   1002 ,   1001 ,   1003 ,   1004 ,   1005
Student_50  ,   1001 ,   1005 ,   1003 ,   1004 ,   1002
Student_51  ,   1004 ,   1002 ,   1005 ,   1003 ,   1001
Student_52  ,   1004 ,   1001 ,   1003 ,   1005 ,   1002
Student_53  ,   1004 ,   1001 ,   1003 ,   1005 ,   1002
Student_54  ,   1005 ,   1003 ,   1002 ,   1004 ,   1001
Student_55  ,   1004 ,   1001 ,   1003 ,   1002 ,   1005
Student_56  ,   1005 ,   1001 ,   1002 ,   1003 ,   1004
Student_57  ,   1002 ,   1004 ,   1003 ,   1001 ,   1005
Student_58  ,   1004 ,   1001 ,   1003 ,   1002 ,   1005
Student_59  ,   1005 ,   1001 ,   1004 ,   1002 ,   1003
Student_60  ,   1002 ,   1004 ,   1001 ,   1003 ,   1005
Student_61  ,   1001 ,   1002 ,   1004 ,   1005 ,   1003
Student_62  ,   1005 ,   1002 ,   1003 ,   1001 ,   1004
Student_63  ,   1001 ,   1002 ,   1005 ,   1004 ,   1003
Student_64  ,   1003 ,   1004 ,   1002 ,   1005 ,   1001
Student_65  ,   1002 ,   1005 ,   1003 ,   1001 ,   1004
Student_66  ,   1001 ,   1005 ,   1002 ,   1004 ,   1003
Student_67  ,   1005 ,   1003 ,   1002 ,   1001 ,   1004
Student_68  ,   1002 ,   1003 ,   1004 ,   1005 ,   1001
Student_69  ,   1001 ,   1005 ,   1004 ,   1003 ,   1002
Student_70  ,   1001 ,   1005 ,   1003 ,   1004 ,   1002
Student_71  ,   1002 ,   1001 ,   1005 ,   1003 ,   1004
Student_72  ,   1005 ,   1003 ,   1002 ,   1001 ,   1004
Student_73  ,   1003 ,   1002 ,   1001 ,   1005 ,   1004
Student_74  ,   1002 ,   1004 ,   1005 ,   1001 ,   1003
Student_75  ,   1001 ,   1004 ,   1005 ,   1003 ,   1002
Student_76  ,   1004 ,   1002 ,   1003 ,   1005 ,   1001
Student_77  ,   1005 ,   1002 ,   1001 ,   1004 ,   1003
