StudentID   ,Course1 ,Course2 ,Course3 ,Course4 ,Course5
Student_1   ,   1004 ,   1002 ,   1001 ,   1005 ,   1003
Student_2   ,   1004 ,   1002 ,   1005 ,   1003 ,   1001
Student_3   ,   1005 ,   1003 ,   1001 ,   1004 ,   1002
Student_4   ,   1004 ,   1002 ,   1001 ,   1003 ,   1005
Student_5   ,   1003 ,   1002 ,   1001 ,   1004 ,   2077
Student_6   ,   1004 ,   2087 ,   1005 ,   1001 ,   1003
Student_7   ,   1003 ,   1004 ,   1002 ,   2010 ,   1005
Student_8   ,   1003 ,   1001 ,   1004 ,   1005 ,   1002
Student_9   ,   2051 ,   1005 ,   1003 ,   1002 ,   1001
Student_10  ,   1001 ,   1003 ,   1005 ,   1004 ,   2020
Student_11  ,   1001 ,   2008 ,   1002 ,   1005 ,   1004
Student_12  ,   1002 ,   1004 ,   1001 ,   1005 ,   2089
Student_13  ,   2063 ,   1004 ,   1003 ,   1002 ,   1005
Student_14  ,   1005 ,   1004 ,   1001 ,   1002 ,   1003
Student_15  ,   1004 ,   1003 ,   1005 ,   1001 ,   1002
Student_16  ,   1001 ,   1005 ,   1002 ,   1004 ,   1003
Student_17  ,   1003 ,   2021 ,   1002 ,   1004 ,   2044
Student_18  ,   1004 ,   1003 ,   1005 ,   1002 ,   1001
Student_19  ,   2080 ,   1002 ,   1003 ,   1004 ,   1005
Student_20  ,   1003 ,   1002 ,   1004 ,   1005 ,   1001
Student_21  ,   1004 ,   1001 ,   1005 ,   1002 ,   1003
Student_22  ,   1005 ,   1004 ,   1002 ,   1001 ,   1003
Student_23  ,   2040 ,   1001 ,   1003 ,   1005 ,   2080
Student_24  ,   1003 ,   1002 ,   1004 ,   1005 ,   2032
Student_25  ,   1004 ,   1005 ,   1001 ,   1003 ,   1002
Student_26  ,   2089 ,   1002 ,   1001 ,   1005 ,   1003
Student_27  ,   1004 ,   1003 ,   1001 ,   1002 ,   1005
Student_28  ,   1001 ,   1004 ,   1003 ,   1002 ,   1005
Student_29  ,   1005 ,   1003 ,   1001 ,   1002 ,   1004
Student_30  ,   1005 ,   1004 ,   1003 ,   1001 ,   1002
Student_31  ,   2021 ,   1005 ,   1003 ,   1004 ,   1001
Student_32  ,   1003 ,   1005 ,   1001 ,   1002 ,   1004
Student_33  ,   1002 ,   2057 ,   1003 ,   1001 ,   1004
Student_34  ,   1004 ,   2007 ,   1005 ,   1002 ,   2087
Student_35  ,   1001 ,   1002 ,   1003 ,   1004 ,   1005
Student_36  ,   2023 ,   1001 ,   1005 ,   1002 ,   1004
Student_37  ,   1002 ,   2073 ,   2011 ,   1004 ,   1003
Student_38  ,   2036 ,   1001 ,   2050 ,   1005 ,   1002
